15,9,18,0
25,25,16,1
23,38,16,2
16,14,19,3
8,15,19,4
23,3,19,5
37,15,19,6
38,15,19,7
39,15,19,8
49,9,19,9
49,19,10,10
49,11,19,11
46,2,19,12
46,3,19,13
47,3,19,14
48,3,19,15
47,2,19,16
58,13,19,17
57,12,19,18
57,14,19,19
59,14,19,20
65,20,19,21
67,20,19,22
81,14,19,23
79,14,19,24
80,13,19,25
81,12,19,26
1,21,19,27
1,26,19,28
26,21,19,29
24,21,19,30
22,21,19,31
56,96,19,32
57,95,19,33
58,96,19,34
58,95,19,35
58,94,19,36
58,92,19,37
46,96,19,38
47,94,19,39
48,95,19,40
48,96,19,41
49,96,19,42
43,92,19,43
43,93,17,44
42,93,19,45
41,92,19,46
22,94,19,47
23,96,19,48
24,96,19,49
25,95,19,50
25,94,19,51
24,93,19,52
24,94,19,53
27,96,19,54
90,1,18,55
21,8,22,56
1,19,16,57
94,11,19,58
95,9,19,59
96,11,19,60
96,13,19,61
94,13,16,62
92,14,19,63
93,15,16,64
92,16,16,65
88,15,16,66
89,13,16,67
89,10,19,68
91,8,19,69
92,8,19,70
94,8,19,71
96,8,19,72
97,9,19,73
97,11,19,74
91,13,19,75
90,12,16,76
91,10,19,77
91,9,19,78
95,14,17,79
94,6,19,80
82,6,17,81
82,14,17,82
82,25,17,83
87,32,17,84
83,44,17,85
89,52,17,86
84,59,17,87
91,66,17,88
82,72,17,89
89,79,17,90
82,85,17,91
91,93,17,92
79,93,17,93
64,93,17,94
64,82,17,95
68,71,17,96
62,61,17,97
66,50,17,98
72,39,17,99
67,28,17,100
62,17,17,101
71,7,17,102
54,8,17,103
51,25,17,104
50,35,17,105
50,47,17,106
50,56,17,107
50,66,17,108
50,74,17,109
50,83,17,110
55,94,17,111
33,88,17,112
37,77,17,113
30,67,17,114
35,55,17,115
36,43,17,116
30,35,17,117
36,24,17,118
35,9,16,119
37,5,16,120
25,9,16,121
22,16,16,122
16,19,16,123
21,26,16,124
18,33,16,125
13,26,16,126
7,34,16,127
9,44,16,128
7,55,16,129
16,62,16,130
5,72,16,131
12,79,16,132
6,92,16,133
17,88,16,134
29,82,16,135
42,83,16,136
48,88,16,137
56,81,16,138
63,72,16,139
59,65,16,140
79,49,16,141
81,28,16,142
94,24,16,143
93,8,19,144
94,7,19,145
98,9,19,146
92,15,19,147
91,14,19,148
90,13,19,149
95,22,19,150
95,23,19,151
96,23,19,152
96,24,19,153
96,25,19,154
98,22,19,155
86,6,18,156
75,8,18,157
71,9,18,158
66,6,18,159
63,8,18,160
58,8,18,161
53,10,18,162
51,13,18,163
48,8,18,164
44,7,18,165
40,10,18,166
37,11,18,167
34,5,18,168
31,7,18,169
29,9,18,170
24,6,18,171
27,13,18,172
19,7,18,173
12,9,18,174
12,7,18,175
11,4,18,176
9,4,18,177
4,2,18,178
3,3,18,179
1,1,18,180
2,3,18,181
3,2,18,182
3,1,18,183
4,4,18,184
5,10,18,185
10,10,18,186
7,7,18,187
13,13,18,188
9,15,18,189
9,17,18,190
9,18,18,191
6,18,18,192
9,16,18,193
8,25,18,194
10,26,18,195
7,26,18,196
9,27,18,197
8,26,18,198
9,24,18,199
8,23,18,200
6,37,18,201
4,38,18,202
6,38,18,203
9,39,18,204
6,39,18,205
8,38,18,206
8,49,18,207
7,50,18,208
8,50,18,209
9,51,18,210
9,48,18,211
7,48,18,212
6,51,18,213
7,60,18,214
5,60,18,215
6,63,18,216
9,62,18,217
6,61,18,218
6,62,18,219
7,62,18,220
9,68,18,221
11,69,18,222
11,72,18,223
13,68,18,224
12,65,18,225
8,67,18,226
9,70,18,227
12,70,18,228
12,68,18,229
5,68,18,230
3,71,18,231
3,75,18,232
3,78,18,233
2,77,18,234
4,77,18,235
6,80,18,236
6,81,18,237
4,83,18,238
11,86,18,239
9,86,18,240
10,90,18,241
14,89,18,242
13,88,18,243
25,77,18,244
22,79,18,245
19,82,18,246
24,83,18,247
26,80,18,248
21,77,18,249
20,81,18,250
38,68,18,251
35,69,18,252
36,72,18,253
37,73,18,254
39,72,18,255
39,70,18,256
37,70,18,257
41,68,18,258
43,69,18,259
42,72,18,260
41,73,18,261
46,69,18,262
46,65,18,263
45,63,18,264
42,62,18,265
48,62,18,266
49,61,18,267
49,62,18,268
46,58,18,269
41,58,18,270
39,58,18,271
40,62,18,272
38,63,18,273
43,54,18,274
41,52,18,275
43,50,18,276
45,50,18,277
50,50,18,278
51,53,18,279
45,49,18,280
46,45,18,281
52,44,18,282
55,46,18,283
55,47,18,284
55,49,18,285
55,51,18,286
58,52,18,287
61,49,18,288
61,45,18,289
65,47,18,290
65,51,18,291
66,55,18,292
64,56,18,293
64,58,18,294
67,59,18,295
71,57,18,296
71,55,18,297
71,58,18,298
71,60,18,299
69,61,18,300
69,64,18,301
77,63,18,302
76,58,18,303
74,62,18,304
70,66,18,305
71,68,18,306
75,69,18,307
77,70,18,308
74,73,18,309
71,75,18,310
68,76,18,311
66,75,18,312
62,77,18,313
63,80,18,314
70,80,18,315
74,82,18,316
70,85,18,317
68,86,18,318
69,89,18,319
72,90,18,320
75,90,18,321
75,91,18,322
71,93,18,323
65,89,18,324
63,89,18,325
71,88,18,326
62,85,18,327
57,88,18,328
60,93,18,329
61,98,18,330
53,95,18,331
52,93,18,332
50,90,18,333
53,88,18,334
53,86,18,335
46,84,18,336
42,86,18,337
41,89,18,338
38,84,18,339
40,81,18,340
42,80,18,341
41,79,18,342
35,80,18,343
33,82,18,344
32,85,18,345
30,86,18,346
28,87,18,347
26,84,18,348
22,82,18,349
